,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Dataset,Survived,CabinD,CabinEO,Company,Companions,Alone,NamePrefix,Agegroup
1164,1165,3.0,female,18.75,1.0,0.0,15.5,Q,test,,U,u,1,1.0,0,Miss,18-25
1165,1166,3.0,male,26.0,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,25-35
1166,1167,2.0,female,20.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Miss,18-25
1167,1168,2.0,male,28.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,25-35
1168,1169,2.0,male,40.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mr,35-60
1169,1170,2.0,male,30.0,1.0,0.0,21.0,S,test,,U,u,1,1.0,0,Mr,25-35
1170,1171,2.0,male,22.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,18-25
1171,1172,3.0,female,23.0,0.0,0.0,86625.0,S,test,,U,u,0,0.0,1,Miss,18-25
1172,1173,3.0,male,0.75,1.0,1.0,13775.0,S,test,,U,u,3,2.0,0,Master,0-4
1173,1174,3.0,female,18.75,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,18-25
1174,1175,3.0,female,9.0,1.0,1.0,152458.0,C,test,,U,u,3,2.0,0,Miss,4-12
1175,1176,3.0,female,2.0,1.0,1.0,202125.0,S,test,,U,u,3,2.0,0,Miss,0-4
1176,1177,3.0,male,36.0,0.0,0.0,7.25,S,test,,U,u,0,0.0,1,Mr,35-60
1177,1178,3.0,male,26.0,0.0,0.0,7.25,S,test,,U,u,0,0.0,1,Mr,25-35
1178,1179,1.0,male,24.0,1.0,0.0,822667.0,S,test,,B,o,1,1.0,0,Mr,18-25
1179,1180,3.0,male,26.0,0.0,0.0,72292.0,C,test,,E,e,0,0.0,1,Mr,25-35
1180,1181,3.0,male,26.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
1181,1182,1.0,male,41.0,0.0,0.0,39.6,S,test,,U,u,0,0.0,1,Mr,35-60
1183,1184,3.0,male,26.0,0.0,0.0,72292.0,C,test,,U,u,0,0.0,1,Mr,25-35
1184,1185,1.0,male,53.0,1.0,1.0,818583.0,S,test,,A,e,3,2.0,0,Officer,35-60
1185,1186,3.0,male,36.0,0.0,0.0,9.5,S,test,,U,u,0,0.0,1,Mr,35-60
1186,1187,3.0,male,26.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,25-35
1187,1188,2.0,female,1.0,1.0,2.0,415792.0,C,test,,U,u,3,3.0,0,Miss,0-4
1188,1189,3.0,male,26.0,2.0,0.0,216792.0,C,test,,U,u,1,2.0,0,Mr,25-35
1189,1190,1.0,male,30.0,0.0,0.0,45.5,S,test,,U,u,0,0.0,1,Mr,25-35
1190,1191,3.0,male,29.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Mr,25-35
1191,1192,3.0,male,32.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,25-35
1192,1193,2.0,male,30.0,0.0,0.0,150458.0,C,test,,D,u,0,0.0,1,Mr,25-35
1193,1194,2.0,male,43.0,0.0,1.0,21.0,S,test,,U,u,2,1.0,0,Mr,35-60
1194,1195,3.0,male,24.0,0.0,0.0,86625.0,S,test,,U,u,0,0.0,1,Mr,18-25
1196,1197,1.0,female,64.0,1.0,1.0,26.55,S,test,,B,e,3,2.0,0,Mrs,60-100
1197,1198,1.0,male,30.0,1.0,2.0,151.55,S,test,,C,e,3,3.0,0,Mr,25-35
1198,1199,3.0,male,0.83,0.0,1.0,9.35,S,test,,U,u,2,1.0,0,Master,0-4
1199,1200,1.0,male,55.0,1.0,1.0,93.5,S,test,,B,o,3,2.0,0,Mr,35-60
1200,1201,3.0,female,45.0,1.0,0.0,141083.0,S,test,,U,u,1,1.0,0,Mrs,35-60
1201,1202,3.0,male,18.0,0.0,0.0,86625.0,S,test,,U,u,0,0.0,1,Mr,12-18
1202,1203,3.0,male,22.0,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,18-25
1203,1204,3.0,male,26.0,0.0,0.0,7575.0,S,test,,U,u,0,0.0,1,Mr,25-35
1204,1205,3.0,female,37.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,35-60
1205,1206,1.0,female,55.0,0.0,0.0,1356333.0,C,test,,C,e,0,0.0,1,Mrs,35-60
1206,1207,3.0,female,17.0,0.0,0.0,77333.0,Q,test,,U,u,0,0.0,1,Miss,12-18
1207,1208,1.0,male,57.0,1.0,0.0,1465208.0,C,test,,B,e,1,1.0,0,Mr,35-60
1208,1209,2.0,male,19.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,18-25
1209,1210,3.0,male,27.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Mr,25-35
1210,1211,2.0,male,22.0,2.0,0.0,31.5,S,test,,U,u,1,2.0,0,Mr,18-25
1211,1212,3.0,male,26.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,25-35
1212,1213,3.0,male,25.0,0.0,0.0,72292.0,C,test,,E,o,0,0.0,1,Mr,18-25
1213,1214,2.0,male,26.0,0.0,0.0,13.0,S,test,,F,e,0,0.0,1,Mr,25-35
1214,1215,1.0,male,33.0,0.0,0.0,26.55,S,test,,U,u,0,0.0,1,Mr,25-35
1215,1216,1.0,female,39.0,0.0,0.0,2113375.0,S,test,,U,u,0,0.0,1,Miss,35-60
1216,1217,3.0,male,23.0,0.0,0.0,7.05,S,test,,U,u,0,0.0,1,Mr,18-25
1217,1218,2.0,female,12.0,2.0,1.0,39.0,S,test,,F,e,3,3.0,0,Miss,4-12
1219,1220,2.0,male,29.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mr,25-35
1220,1221,2.0,male,21.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,18-25
1221,1222,2.0,female,48.0,0.0,2.0,36.75,S,test,,U,u,2,2.0,0,Mrs,35-60
1222,1223,1.0,male,39.0,0.0,0.0,29.7,C,test,,A,e,0,0.0,1,Mr,35-60
1223,1224,3.0,male,26.0,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,25-35
1225,1226,3.0,male,27.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,25-35
1226,1227,1.0,male,30.0,0.0,0.0,26.0,S,test,,C,e,0,0.0,1,Mr,25-35
1227,1228,2.0,male,32.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,25-35
1228,1229,3.0,male,39.0,0.0,2.0,72292.0,C,test,,U,u,2,2.0,0,Mr,35-60
1229,1230,2.0,male,25.0,0.0,0.0,31.5,S,test,,U,u,0,0.0,1,Mr,18-25
1230,1231,3.0,male,6.0,0.0,0.0,72292.0,C,test,,U,u,0,0.0,1,Master,4-12
1231,1232,2.0,male,18.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,12-18
1232,1233,3.0,male,32.0,0.0,0.0,75792.0,S,test,,U,u,0,0.0,1,Mr,25-35
1233,1234,3.0,male,26.0,1.0,9.0,69.55,S,test,,U,u,3,10.0,0,Mr,25-35
1234,1235,1.0,female,58.0,0.0,1.0,5123292.0,C,test,,B,o,2,1.0,0,Mrs,35-60
1235,1236,3.0,male,6.0,1.0,1.0,14.5,S,test,,U,u,3,2.0,0,Master,4-12
1236,1237,3.0,female,16.0,0.0,0.0,7.65,S,test,,U,u,0,0.0,1,Miss,12-18
1237,1238,2.0,male,26.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,25-35
1238,1239,3.0,female,38.0,0.0,0.0,72292.0,C,test,,U,u,0,0.0,1,Mrs,35-60
1239,1240,2.0,male,24.0,0.0,0.0,13.5,S,test,,U,u,0,0.0,1,Mr,18-25
1240,1241,2.0,female,31.0,0.0,0.0,21.0,S,test,,U,u,0,0.0,1,Miss,25-35
1241,1242,1.0,female,45.0,0.0,1.0,633583.0,C,test,,D,e,2,1.0,0,Mrs,35-60
1242,1243,2.0,male,25.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,18-25
1243,1244,2.0,male,18.0,0.0,0.0,73.5,S,test,,U,u,0,0.0,1,Mr,12-18
1244,1245,2.0,male,49.0,1.0,2.0,65.0,S,test,,U,u,3,3.0,0,Mr,35-60
1246,1247,1.0,male,50.0,0.0,0.0,26.0,S,test,,E,e,0,0.0,1,Mr,35-60
1247,1248,1.0,female,59.0,2.0,0.0,514792.0,S,test,,C,o,1,2.0,0,Mrs,35-60
1248,1249,3.0,male,26.0,0.0,0.0,78792.0,S,test,,U,u,0,0.0,1,Mr,25-35
1249,1250,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1250,1251,3.0,female,30.0,1.0,0.0,15.55,S,test,,U,u,1,1.0,0,Mrs,25-35
1251,1252,3.0,male,14.5,8.0,2.0,69.55,S,test,,U,u,3,10.0,0,Master,12-18
1252,1253,2.0,female,24.0,1.0,1.0,370042.0,C,test,,U,u,3,2.0,0,Mrs,18-25
1253,1254,2.0,female,31.0,0.0,0.0,21.0,S,test,,U,u,0,0.0,1,Mrs,25-35
1254,1255,3.0,male,27.0,0.0,0.0,86625.0,S,test,,U,u,0,0.0,1,Mr,25-35
1255,1256,1.0,female,25.0,1.0,0.0,554417.0,C,test,,E,e,1,1.0,0,Mrs,18-25
1256,1257,3.0,female,31.0,1.0,9.0,69.55,S,test,,U,u,3,10.0,0,Mrs,25-35
1257,1258,3.0,male,26.0,1.0,0.0,144583.0,C,test,,U,u,1,1.0,0,Mr,25-35
1259,1260,1.0,female,45.0,0.0,1.0,59.4,C,test,,U,u,2,1.0,0,Mrs,35-60
1260,1261,2.0,male,29.0,0.0,0.0,138583.0,C,test,,U,u,0,0.0,1,Mr,25-35
1261,1262,2.0,male,21.0,1.0,0.0,11.5,S,test,,U,u,1,1.0,0,Mr,18-25
1262,1263,1.0,female,31.0,0.0,0.0,134.5,C,test,,E,o,0,0.0,1,Miss,25-35
1263,1264,1.0,male,49.0,0.0,0.0,0.0,S,test,,B,e,0,0.0,1,Mr,35-60
1264,1265,2.0,male,44.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,35-60
1265,1266,1.0,female,54.0,1.0,1.0,818583.0,S,test,,A,e,3,2.0,0,Mrs,35-60
1266,1267,1.0,female,45.0,0.0,0.0,262375.0,C,test,,U,u,0,0.0,1,Miss,35-60
1267,1268,3.0,female,22.0,2.0,0.0,86625.0,S,test,,U,u,1,2.0,0,Miss,18-25
1269,1270,1.0,male,55.0,0.0,0.0,50.0,S,test,,C,o,0,0.0,1,Mr,35-60
1270,1271,3.0,male,5.0,4.0,2.0,313875.0,S,test,,U,u,3,6.0,0,Master,4-12
1271,1272,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1272,1273,3.0,male,26.0,0.0,0.0,78792.0,Q,test,,U,u,0,0.0,1,Mr,25-35
1273,1274,3.0,female,31.0,0.0,0.0,14.5,S,test,,U,u,0,0.0,1,Mrs,25-35
1274,1275,3.0,female,19.0,1.0,0.0,16.1,S,test,,U,u,1,1.0,0,Mrs,18-25
1276,1277,2.0,female,24.0,1.0,2.0,65.0,S,test,,U,u,3,3.0,0,Miss,18-25
1277,1278,3.0,male,24.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,18-25
1278,1279,2.0,male,57.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,35-60
1279,1280,3.0,male,21.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,18-25
1280,1281,3.0,male,6.0,3.0,1.0,21075.0,S,test,,U,u,3,4.0,0,Master,4-12
1281,1282,1.0,male,23.0,0.0,0.0,93.5,S,test,,B,e,0,0.0,1,Mr,18-25
1282,1283,1.0,female,51.0,0.0,1.0,39.4,S,test,,D,e,2,1.0,0,Mrs,35-60
1283,1284,3.0,male,13.0,0.0,2.0,20.25,S,test,,U,u,2,2.0,0,Master,12-18
1284,1285,2.0,male,47.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,35-60
1285,1286,3.0,male,29.0,3.0,1.0,22025.0,S,test,,U,u,3,4.0,0,Mr,25-35
1286,1287,1.0,female,18.0,1.0,0.0,60.0,S,test,,C,o,1,1.0,0,Mrs,12-18
1287,1288,3.0,male,24.0,0.0,0.0,7.25,Q,test,,U,u,0,0.0,1,Mr,18-25
1288,1289,1.0,female,48.0,1.0,1.0,79.2,C,test,,B,o,3,2.0,0,Mrs,35-60
1289,1290,3.0,male,22.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,18-25
1290,1291,3.0,male,31.0,0.0,0.0,77333.0,Q,test,,U,u,0,0.0,1,Mr,25-35
1291,1292,1.0,female,30.0,0.0,0.0,1648667.0,S,test,,C,o,0,0.0,1,Miss,25-35
1292,1293,2.0,male,38.0,1.0,0.0,21.0,S,test,,U,u,1,1.0,0,Mr,35-60
1293,1294,1.0,female,22.0,0.0,1.0,59.4,C,test,,U,u,2,1.0,0,Miss,18-25
1294,1295,1.0,male,17.0,0.0,0.0,47.1,S,test,,U,u,0,0.0,1,Mr,12-18
1295,1296,1.0,male,43.0,1.0,0.0,277208.0,C,test,,D,e,1,1.0,0,Mr,35-60
1297,1298,2.0,male,23.0,1.0,0.0,10.5,S,test,,U,u,1,1.0,0,Mr,18-25
1298,1299,1.0,male,50.0,1.0,1.0,211.5,C,test,,C,e,3,2.0,0,Mr,35-60
1300,1301,3.0,female,3.0,1.0,1.0,13775.0,S,test,,U,u,3,2.0,0,Miss,0-4
1301,1302,3.0,female,18.75,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,18-25
1302,1303,1.0,female,37.0,1.0,0.0,90.0,Q,test,,C,e,1,1.0,0,Mrs,35-60
1303,1304,3.0,female,28.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Miss,25-35
1304,1305,3.0,male,26.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
1305,1306,1.0,female,39.0,0.0,0.0,108.9,C,test,,C,o,0,0.0,1,Royalty,35-60
1306,1307,3.0,male,38.5,0.0,0.0,7.25,S,test,,U,u,0,0.0,1,Mr,35-60
1307,1308,3.0,male,26.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
1308,1309,3.0,male,6.0,1.0,1.0,223583.0,C,test,,U,u,3,2.0,0,Master,4-12
